timestamp,acceleration
2025-Aug-30T01-03-06,16485
2025-Aug-30T01-03-06,16533
2025-Aug-30T01-03-06,16568
2025-Aug-30T01-03-06,16583
2025-Aug-30T01-03-06,16574
2025-Aug-30T01-03-06,16542
2025-Aug-30T01-03-06,16496
2025-Aug-30T01-03-06,16447
2025-Aug-30T01-03-06,16407
2025-Aug-30T01-03-06,16386
2025-Aug-30T01-03-06,16388
2025-Aug-30T01-03-06,16414
2025-Aug-30T01-03-06,16457
2025-Aug-30T01-03-06,16506
2025-Aug-30T01-03-06,16550
2025-Aug-30T01-03-06,16578
2025-Aug-30T01-03-06,16582
2025-Aug-30T01-03-06,16563
2025-Aug-30T01-03-06,16524
2025-Aug-30T01-03-06,16475
2025-Aug-30T01-03-06,16428
2025-Aug-30T01-03-06,16395
2025-Aug-30T01-03-06,16384
2025-Aug-30T01-03-06,16397
2025-Aug-30T01-03-06,16431
2025-Aug-30T01-03-06,16478
2025-Aug-30T01-03-06,16527
2025-Aug-30T01-03-06,16565
2025-Aug-30T01-03-06,16583
2025-Aug-30T01-03-06,16577
2025-Aug-30T01-03-06,16548
2025-Aug-30T01-03-06,16503
2025-Aug-30T01-03-06,16454
2025-Aug-30T01-03-06,16412
2025-Aug-30T01-03-06,16387
2025-Aug-30T01-03-06,16386
2025-Aug-30T01-03-06,16409
2025-Aug-30T01-03-06,16450
2025-Aug-30T01-03-06,16500
2025-Aug-30T01-03-06,16545
2025-Aug-30T01-03-06,16575
2025-Aug-30T01-03-06,16583
2025-Aug-30T01-03-06,16567
2025-Aug-30T01-03-06,16530
2025-Aug-30T01-03-06,16481
2025-Aug-30T01-03-06,16434
2025-Aug-30T01-03-06,16398
2025-Aug-30T01-03-06,16384
2025-Aug-30T01-03-06,16393
2025-Aug-30T01-03-06,16425
2025-Aug-30T01-03-06,16510
2025-Aug-30T01-03-06,16554
2025-Aug-30T01-03-06,16579
2025-Aug-30T01-03-06,16582
2025-Aug-30T01-03-06,16560
2025-Aug-30T01-03-06,16520
2025-Aug-30T01-03-06,16471
2025-Aug-30T01-03-06,16425
2025-Aug-30T01-03-06,16393
2025-Aug-30T01-03-06,16384
2025-Aug-30T01-03-06,16398
2025-Aug-30T01-03-06,16434
2025-Aug-30T01-03-06,16482
2025-Aug-30T01-03-06,16530
2025-Aug-30T01-03-06,16567
2025-Aug-30T01-03-06,16583
2025-Aug-30T01-03-06,16575
2025-Aug-30T01-03-06,16545
2025-Aug-30T01-03-07,16499
2025-Aug-30T01-03-07,16450
2025-Aug-30T01-03-07,16409
2025-Aug-30T01-03-07,16386
2025-Aug-30T01-03-07,16387
2025-Aug-30T01-03-07,16412
2025-Aug-30T01-03-07,16454
2025-Aug-30T01-03-07,16503
2025-Aug-30T01-03-07,16548
2025-Aug-30T01-03-07,16577
2025-Aug-30T01-03-07,16583
2025-Aug-30T01-03-07,16564
2025-Aug-30T01-03-07,16526
2025-Aug-30T01-03-07,16478
2025-Aug-30T01-03-07,16431
2025-Aug-30T01-03-07,16396
2025-Aug-30T01-03-07,16384
2025-Aug-30T01-03-07,16395
2025-Aug-30T01-03-07,16428
2025-Aug-30T01-03-07,16475
2025-Aug-30T01-03-07,16524
2025-Aug-30T01-03-07,16563
2025-Aug-30T01-03-07,16582
2025-Aug-30T01-03-07,16578
2025-Aug-30T01-03-07,16550
2025-Aug-30T01-03-07,16506
2025-Aug-30T01-03-07,16456
2025-Aug-30T01-03-07,16413
2025-Aug-30T01-03-07,16388
2025-Aug-30T01-03-07,16386
2025-Aug-30T01-03-07,16407
2025-Aug-30T01-03-07,16448
