timestamp,acceleration
2025-Aug-30T01-03-05,16485
2025-Aug-30T01-03-05,16533
2025-Aug-30T01-03-05,16573
2025-Aug-30T01-03-05,16583
2025-Aug-30T01-03-05,16574
2025-Aug-30T01-03-05,16542
2025-Aug-30T01-03-05,16496
2025-Aug-30T01-03-05,16447
2025-Aug-30T01-03-05,16407
2025-Aug-30T01-03-05,16385
2025-Aug-30T01-03-05,16388
2025-Aug-30T01-03-05,16414
2025-Aug-30T01-03-05,16457
2025-Aug-30T01-03-05,16506
2025-Aug-30T01-03-05,16550
2025-Aug-30T01-03-05,16578
2025-Aug-30T01-03-05,16582
2025-Aug-30T01-03-05,16563
2025-Aug-30T01-03-05,16524
2025-Aug-30T01-03-05,16475
2025-Aug-30T01-03-05,16428
2025-Aug-30T01-03-05,16395
2025-Aug-30T01-03-05,16384
2025-Aug-30T01-03-05,16397
2025-Aug-30T01-03-05,16431
2025-Aug-30T01-03-05,16478
2025-Aug-30T01-03-05,16527
2025-Aug-30T01-03-05,16565
2025-Aug-30T01-03-05,16583
2025-Aug-30T01-03-05,16577
2025-Aug-30T01-03-05,16548
2025-Aug-30T01-03-05,16503
2025-Aug-30T01-03-05,16453
2025-Aug-30T01-03-05,16411
2025-Aug-30T01-03-05,16387
2025-Aug-30T01-03-05,16386
2025-Aug-30T01-03-05,16409
2025-Aug-30T01-03-05,16450
2025-Aug-30T01-03-05,16500
2025-Aug-30T01-03-05,16545
2025-Aug-30T01-03-05,16575
2025-Aug-30T01-03-05,16583
2025-Aug-30T01-03-05,16566
2025-Aug-30T01-03-05,16530
2025-Aug-30T01-03-05,16481
2025-Aug-30T01-03-05,16434
2025-Aug-30T01-03-05,16398
2025-Aug-30T01-03-05,16384
2025-Aug-30T01-03-05,16393
2025-Aug-30T01-03-05,16425
2025-Aug-30T01-03-05,16508
2025-Aug-30T01-03-05,16552
2025-Aug-30T01-03-05,16578
2025-Aug-30T01-03-05,16582
2025-Aug-30T01-03-05,16561
2025-Aug-30T01-03-05,16522
2025-Aug-30T01-03-05,16473
2025-Aug-30T01-03-05,16426
2025-Aug-30T01-03-05,16394
2025-Aug-30T01-03-05,16384
2025-Aug-30T01-03-05,16398
2025-Aug-30T01-03-05,16433
2025-Aug-30T01-03-05,16480
2025-Aug-30T01-03-05,16528
2025-Aug-30T01-03-05,16566
2025-Aug-30T01-03-05,16583
2025-Aug-30T01-03-05,16576
2025-Aug-30T01-03-05,16546
2025-Aug-30T01-03-05,16501
2025-Aug-30T01-03-05,16452
2025-Aug-30T01-03-06,16410
2025-Aug-30T01-03-06,16387
2025-Aug-30T01-03-06,16387
2025-Aug-30T01-03-06,16411
2025-Aug-30T01-03-06,16452
2025-Aug-30T01-03-06,16502
2025-Aug-30T01-03-06,16547
2025-Aug-30T01-03-06,16576
2025-Aug-30T01-03-06,16583
2025-Aug-30T01-03-06,16565
2025-Aug-30T01-03-06,16528
2025-Aug-30T01-03-06,16479
2025-Aug-30T01-03-06,16432
2025-Aug-30T01-03-06,16397
2025-Aug-30T01-03-06,16384
2025-Aug-30T01-03-06,16394
2025-Aug-30T01-03-06,16427
2025-Aug-30T01-03-06,16473
2025-Aug-30T01-03-06,16522
2025-Aug-30T01-03-06,16562
2025-Aug-30T01-03-06,16582
2025-Aug-30T01-03-06,16578
2025-Aug-30T01-03-06,16551
2025-Aug-30T01-03-06,16507
2025-Aug-30T01-03-06,16458
2025-Aug-30T01-03-06,16415
2025-Aug-30T01-03-06,16388
2025-Aug-30T01-03-06,16385
2025-Aug-30T01-03-06,16406
2025-Aug-30T01-03-06,16446
