timestamp,acceleration
2025-Aug-30T01-01-48,16485
2025-Aug-30T01-01-48,16533
2025-Aug-30T01-01-48,16568
2025-Aug-30T01-01-48,16583
2025-Aug-30T01-01-48,16574
2025-Aug-30T01-01-48,16542
2025-Aug-30T01-01-48,16496
2025-Aug-30T01-01-48,16447
2025-Aug-30T01-01-48,16407
2025-Aug-30T01-01-48,16385
2025-Aug-30T01-01-48,16388
2025-Aug-30T01-01-48,16414
2025-Aug-30T01-01-48,16457
2025-Aug-30T01-01-48,16506
2025-Aug-30T01-01-48,16550
2025-Aug-30T01-01-48,16578
2025-Aug-30T01-01-48,16582
2025-Aug-30T01-01-48,16563
2025-Aug-30T01-01-48,16524
2025-Aug-30T01-01-48,16475
2025-Aug-30T01-01-48,16428
2025-Aug-30T01-01-48,16395
2025-Aug-30T01-01-48,16384
2025-Aug-30T01-01-48,16397
2025-Aug-30T01-01-48,16431
2025-Aug-30T01-01-48,16478
2025-Aug-30T01-01-48,16527
2025-Aug-30T01-01-48,16565
2025-Aug-30T01-01-48,16583
2025-Aug-30T01-01-48,16577
2025-Aug-30T01-01-48,16548
2025-Aug-30T01-01-48,16503
2025-Aug-30T01-01-48,16454
2025-Aug-30T01-01-48,16411
2025-Aug-30T01-01-48,16387
2025-Aug-30T01-01-48,16386
2025-Aug-30T01-01-48,16409
2025-Aug-30T01-01-48,16450
2025-Aug-30T01-01-48,16500
2025-Aug-30T01-01-48,16545
2025-Aug-30T01-01-48,16575
2025-Aug-30T01-01-48,16583
2025-Aug-30T01-01-48,16566
2025-Aug-30T01-01-48,16530
2025-Aug-30T01-01-48,16481
2025-Aug-30T01-01-48,16434
2025-Aug-30T01-01-48,16398
2025-Aug-30T01-01-48,16384
2025-Aug-30T01-01-48,16393
2025-Aug-30T01-01-48,16426
2025-Aug-30T01-01-48,16472
2025-Aug-30T01-01-48,16521
2025-Aug-30T01-01-48,16561
2025-Aug-30T01-01-48,16582
2025-Aug-30T01-01-48,16579
2025-Aug-30T01-01-48,16553
2025-Aug-30T01-01-48,16509
2025-Aug-30T01-01-48,16460
2025-Aug-30T01-01-48,16416
2025-Aug-30T01-01-48,16389
2025-Aug-30T01-01-48,16385
2025-Aug-30T01-01-48,16405
2025-Aug-30T01-01-48,16444
2025-Aug-30T01-01-48,16493
2025-Aug-30T01-01-48,16540
2025-Aug-30T01-01-48,16572
2025-Aug-30T01-01-48,16583
2025-Aug-30T01-01-48,16570
2025-Aug-30T01-01-48,16535
2025-Aug-30T01-01-48,16488
2025-Aug-30T01-01-48,16440
2025-Aug-30T01-01-48,16402
2025-Aug-30T01-01-48,16384
2025-Aug-30T01-01-48,16391
2025-Aug-30T01-01-48,16420
2025-Aug-30T01-01-48,16465
2025-Aug-30T01-01-49,16514
2025-Aug-30T01-01-49,16556
2025-Aug-30T01-01-49,16580
2025-Aug-30T01-01-49,16581
2025-Aug-30T01-01-49,16557
2025-Aug-30T01-01-49,16516
2025-Aug-30T01-01-49,16466
2025-Aug-30T01-01-49,16421
2025-Aug-30T01-01-49,16391
2025-Aug-30T01-01-49,16384
2025-Aug-30T01-01-49,16401
2025-Aug-30T01-01-49,16442
2025-Aug-30T01-01-49,16487
2025-Aug-30T01-01-49,16534
2025-Aug-30T01-01-49,16569
2025-Aug-30T01-01-49,16583
2025-Aug-30T01-01-49,16573
2025-Aug-30T01-01-49,16541
2025-Aug-30T01-01-49,16495
2025-Aug-30T01-01-49,16446
2025-Aug-30T01-01-49,16406
2025-Aug-30T01-01-49,16385
2025-Aug-30T01-01-49,16389
2025-Aug-30T01-01-49,16415
